contour_type,layer,channel,n_images,mean_contour_mean_activation,sem_contour_mean_activation,mean_background_mean_activation,sem_background_mean_activation,mean_contour_preference_ratio,sem_contour_preference_ratio,mean_activation_on_contour_pct,sem_activation_on_contour_pct,mean_contour_area_pct,mean_contour_enrichment,sem_contour_enrichment,mean_dice_top_activation,sem_dice_top_activation,rank_mean_contour_enrichment
C,td_h1_exc,68,25,0.23652214,0.0060352017,0.68206674,0.0028699283,0.34692952,0.009026303,0.5797921,0.015000369,1.6533203125,0.35068345463328865,0.009072875304730055,0.002654822760410077,0.00046775597994628144,121
C,td_h1_exc,119,25,0.1437644,0.0036437106,0.4157226,0.0021260588,0.34550464,0.008015966,0.57743585,0.01331656,1.6533203125,0.34925831078208136,0.008054433990430678,0.0023129137685390824,0.0004369465760903868,122
C,td_h1_exc,124,25,0.22904354,0.004448571,0.66707265,0.0034839227,0.34320977,0.0060969493,0.5736402,0.010138183,1.6533203125,0.34696253954808987,0.006132013939534804,9.385737031752796e-05,6.779099443941921e-05,123
C,td_h1_exc,112,25,0.10601916,0.0026978028,0.37045845,0.0017224773,0.28584206,0.0065137153,0.4782068,0.010847264,1.6533203125,0.28924026882123544,0.006560896944107132,0.00038213357914993536,0.0001654998140128401,124
C,td_h1_exc,70,25,0.05550447,0.0018372907,0.20356685,0.0004876449,0.27265415,0.008991243,0.45621747,0.014970803,1.6533203125,0.2759401430675933,0.00905499211450627,0.00013408195759646854,9.43151653181373e-05,125
C,td_h1_exc,113,25,0.23182432,0.0047294656,0.95268416,0.0130141545,0.24388295,0.0050127,0.40830424,0.008352865,1.6533203125,0.24696016363936235,0.005052176399324187,0.0003955417749095822,0.0001583761833357392,126
C,td_h1_exc,11,25,0.26278138,0.0058880406,1.3196925,0.019215995,0.20005445,0.005250849,0.33516866,0.008765348,1.6533203125,0.2027245713763237,0.00530166347945763,0.0004759909494674633,0.00016469445734052396,127
C,td_h1_exc,98,25,0.15506145,0.0025089954,0.83169264,0.0066717705,0.18682462,0.0036260763,0.3130814,0.0060568172,1.6533203125,0.1893652483712584,0.003663426285392406,5.363278303858742e-05,2.8574455940185374e-05,128
straight,h1_exc,13,25,10.683246,0.78277117,1.8179157,0.0075291484,5.899566,0.44379693,4.661511,0.33369172,0.8271484375000001,5.635639955018206,0.40342420241471355,0.11417335618281393,0.004188992428213489,1
straight,h1_exc,99,25,6.4288163,0.3746311,1.2730147,0.00917621,5.048432,0.29044262,4.028107,0.22216779,0.8271484375000001,4.869872227041774,0.26859482899050724,0.1130332822223207,0.0032357855046867695,2
straight,h1_exc,61,25,12.316406,0.6281524,2.675476,0.008575696,4.608459,0.23678258,3.6930444,0.18313883,0.8271484375000001,4.46479029062048,0.22140988054077407,0.13235681428688342,0.00381079544970201,3
straight,h1_exc,0,25,7.3382206,0.34537807,1.7456794,0.010957841,4.2218804,0.20948845,3.3948681,0.16307893,0.8271484375000001,4.104303368464133,0.19715800732372438,0.12346712365822723,0.003134489909388495,4
straight,h1_exc,72,25,15.089644,0.6358358,3.8132215,0.015562549,3.9572918,0.16576284,3.1909492,0.12958494,0.8271484375000001,3.857770819745633,0.15666466873371945,0.1296509425452064,0.002692661297371802,5
straight,h1_exc,36,25,4.7072964,0.50969195,1.1977719,0.012058526,3.9697776,0.44470763,3.1753995,0.34211096,0.8271484375000001,3.838971867904024,0.41360286570172505,0.07932172815001413,0.005536876664062545,6
straight,h1_exc,84,25,4.6888394,0.17558035,1.251982,0.0064760796,3.7466223,0.14027528,3.0271816,0.10980038,0.8271484375000001,3.659780592376147,0.13274568174510992,0.12920315851620154,0.0023630576229463525,7
straight,h1_exc,29,25,16.3211,0.6681268,4.6409755,0.027508892,3.5233076,0.14799885,2.8513567,0.11672898,0.8271484375000001,3.447212852408031,0.14112215819578622,0.11999639217090285,0.004072933737526309,8
straight,h1_exc,21,25,4.746746,0.27134883,1.4187437,0.005944036,3.3527787,0.19583733,2.7144158,0.15445918,0.8271484375000001,3.28165520493902,0.18673694750396205,0.10782357716234524,0.005188551901904943,9
straight,h1_exc,20,25,6.1977344,0.2194502,1.8631767,0.011297741,3.3288848,0.11780327,2.6993048,0.09319835,0.8271484375000001,3.2633862630756925,0.1126742766243035,0.12056604845490876,0.003059346789187433,10
straight,h1_exc,105,25,6.167069,0.22797166,1.8898338,0.012917022,3.2663617,0.11998629,2.6498296,0.094967775,0.8271484375000001,3.203572104680249,0.11481346339600106,0.12601425092439253,0.0028859452336790262,11
straight,h1_exc,25,25,13.689165,0.50325763,4.2707686,0.020690799,3.20922,0.120522276,2.6046247,0.09534175,0.8271484375000001,3.148920474124178,0.1152655822940818,0.12915988148816762,0.0025002254533428034,12
straight,h1_exc,76,25,2.7686656,0.23752125,0.9147603,0.007138337,3.0298045,0.26320118,2.4540277,0.20802808,0.8271484375000001,2.9668527551172033,0.25150030150254366,0.09562911517985422,0.006094520247304239,13
straight,h1_exc,118,25,3.0287788,0.13810542,1.026793,0.005403635,2.9471781,0.131065,2.3964524,0.10392466,0.8271484375000001,2.897245989545101,0.12564209619413064,0.10297465500126006,0.003473892835958971,14
straight,h1_exc,53,25,4.0640397,0.16033548,1.3996756,0.010415287,2.9069202,0.11632909,2.3650134,0.0925643,0.8271484375000001,2.859236840063653,0.11190772420502526,0.11622981870648846,0.003328449882946455,15
straight,h1_exc,7,25,12.128971,0.2266777,4.2891216,0.009805598,2.8289983,0.054795947,2.3046606,0.04368223,0.8271484375000001,2.7862718380864235,0.05281062743129776,0.11723235329745905,0.0019918499658821134,16
straight,h1_exc,78,25,10.080151,0.37913105,3.6100843,0.025410276,2.7910898,0.100847654,2.2733564,0.08038138,0.8271484375000001,2.7484261907613523,0.09717890026439077,0.11002435284557587,0.004176129197656737,17
straight,h1_exc,62,25,5.8072624,0.1152019,2.0921896,0.008827884,2.7758124,0.053940374,2.2623181,0.042998187,0.8271484375000001,2.735081153059275,0.051983641864890406,0.1301776855775862,0.002282572782429993,18
straight,h1_exc,41,25,3.4883518,0.10750868,1.2707272,0.0093531115,2.751073,0.08992595,2.241796,0.07168447,0.8271484375000001,2.7102704416100414,0.0866645784452669,0.12009694023032157,0.0030681660053999793,19
straight,h1_exc,23,25,10.1022625,0.43441537,3.7516096,0.014810632,2.6968787,0.118194826,2.1976593,0.09435905,0.8271484375000001,2.6569103639456757,0.1140775272680891,0.09936682601235738,0.006008621201805763,20
straight,h1_exc,28,25,7.6499844,0.19335316,3.0864213,0.010307603,2.4805524,0.06496486,2.0262995,0.05201007,0.8271484375000001,2.4497410660241603,0.06287876169798394,0.12119419139521855,0.0020984335974660135,21
straight,h1_exc,6,25,5.82807,0.24501792,2.374462,0.012029636,2.4605558,0.10761036,2.009131,0.086216286,0.8271484375000001,2.428984772231783,0.10423315129229284,0.11311937618908564,0.005831453127378281,22
straight,h1_exc,92,25,7.45804,0.3902023,3.0716364,0.010959414,2.4293456,0.12775648,1.9833918,0.1020689,0.8271484375000001,2.3978666834883056,0.12339852557681112,0.10658248399016274,0.004996210111376407,23
straight,h1_exc,26,25,4.217053,0.22677283,1.7623913,0.005958171,2.3970406,0.13255648,1.9572937,0.10629641,0.8271484375000001,2.3663148603381767,0.12850947584967895,0.0798690320332064,0.0076676092924681544,24
straight,h1_exc,80,25,8.854656,0.3275287,3.7292843,0.007203526,2.375597,0.08925865,1.9416112,0.07156951,0.8271484375000001,2.347355205165977,0.08652559297889936,0.11556597817253036,0.004206343872143277,25
straight,h1_exc,90,25,3.8334494,0.13988842,1.6697959,0.011592738,2.302416,0.089594506,1.8828753,0.07199371,0.8271484375000001,2.2763451094981266,0.08703843486343775,0.09834220257950901,0.004373065774129647,26
straight,h1_exc,57,25,3.3035362,0.04317076,1.4373044,0.007239067,2.2997828,0.031847585,1.8818676,0.02558731,0.8271484375000001,2.275126833382026,0.030934362223191587,0.11789622246498055,0.0024864404372570864,27
straight,h1_exc,94,25,5.90848,0.11164027,2.666854,0.008658186,2.2154675,0.041301932,1.8140106,0.033200458,0.8271484375000001,2.193089479417002,0.04013845254674796,0.1108830161449347,0.0025134841168128422,28
straight,h1_exc,64,25,4.95271,0.21156356,2.2844706,0.013423287,2.1721418,0.0955184,1.7779896,0.076777704,0.8271484375000001,2.1495412548198907,0.09282215788172556,0.09221610895635228,0.005117418537113203,29
straight,h1_exc,43,25,1.6443024,0.06848058,0.76979035,0.004881312,2.1419036,0.0937466,1.7537035,0.07547492,0.8271484375000001,2.120179756410843,0.09124712339342575,0.09738973572643872,0.0053717221740255715,30
straight,h1_exc,89,25,2.750411,0.13257943,1.3201697,0.018353665,2.0953245,0.106013276,1.7158067,0.085175075,0.8271484375000001,2.0743637334995753,0.10297435114285645,0.065907819969274,0.0028468887581916858,31
straight,h1_exc,58,25,4.487413,0.08468202,2.194675,0.011722672,2.0442657,0.03575302,1.6762279,0.02884988,0.8271484375000001,2.0265139125572578,0.034878720107413025,0.1078957337421233,0.0026864060360972932,32
straight,h1_exc,87,25,3.4754791,0.14548595,1.7086087,0.0102457525,2.0370977,0.08684383,1.6694541,0.070011415,0.8271484375000001,2.0183245598393373,0.08464189673605259,0.08649409217995264,0.00443162623542935,33
straight,h1_exc,1,25,5.4321733,0.10640681,2.6754465,0.010058127,2.0314803,0.041364163,1.665849,0.033365604,0.8271484375000001,2.0139661395481685,0.04033810945447859,0.10392712185433035,0.003000673541363311,34
straight,h1_exc,121,25,4.5339932,0.2646454,2.2713969,0.01280569,1.99898,0.11769268,1.6377069,0.09476458,0.8271484375000001,1.9799431059977213,0.1145678044747037,0.08123387751413254,0.008032199599072467,35
straight,h1_exc,22,25,4.3733945,0.13302343,2.2365067,0.010429981,1.9564127,0.05995268,1.6049708,0.048396282,0.8271484375000001,1.9403661586548409,0.05850979074738147,0.11254261747982994,0.005409501354476214,36
straight,h1_exc,45,25,6.022287,0.2307274,3.1161082,0.020801518,1.9310242,0.07073406,1.5842421,0.057074673,0.8271484375000001,1.9153056339891765,0.06900172969492117,0.08800919814170648,0.006340663818432486,37
straight,h1_exc,40,25,4.004287,0.09825568,2.0784194,0.00854831,1.929293,0.050860588,1.583227,0.04108934,0.8271484375000001,1.9140786010937396,0.04967589779641928,0.06848363676444448,0.004503704223743174,38
straight,h1_exc,54,25,2.7381747,0.116997324,1.4473921,0.005961079,1.8926477,0.081304654,1.5529747,0.06563325,0.8271484375000001,1.8775043066901336,0.07934881781565371,0.06507801930182638,0.004496107212146748,39
straight,h1_exc,123,25,2.2660635,0.03779917,1.2078437,0.0067866677,1.8774235,0.032954868,1.5415459,0.026640132,0.8271484375000001,1.8636869909167297,0.03220719493864586,0.09017407774863337,0.0025429078238349344,40
straight,h1_exc,74,25,1.2052019,0.028825194,0.65600175,0.0055447184,1.8389311,0.044409283,1.5102723,0.035927083,0.8271484375000001,1.82587810015851,0.043434869146796624,0.0702299990979794,0.0029652264841364,41
straight,h1_exc,12,25,2.3390224,0.026358167,1.2937475,0.012256925,1.8106678,0.022923239,1.4876313,0.018559394,0.8271484375000001,1.798505866455711,0.022437802495606732,0.09060701722730169,0.003004416205797818,42
straight,h1_exc,83,25,3.10521,0.063677825,1.7318245,0.008316186,1.7939427,0.03801215,1.4739453,0.030765578,0.8271484375000001,1.78195975607244,0.03719474724717117,0.07751059799758499,0.00381958352023979,43
straight,h1_exc,2,25,1.8027328,0.06987842,1.0207764,0.005334323,1.7641319,0.06613985,1.4493349,0.053589452,0.8271484375000001,1.7522064595248665,0.06478819305164515,0.0640026760667475,0.005852796122457533,44
straight,h1_exc,24,25,2.7423162,0.035179008,1.5720307,0.010652799,1.7455564,0.022856534,1.4349012,0.018522596,0.8271484375000001,1.7347567146566893,0.022393314988433787,0.0850431019727628,0.002110118163106568,45
straight,h1_exc,47,25,3.1754436,0.057151295,1.8250035,0.008686453,1.741826,0.03406949,1.4317765,0.027621327,0.8271484375000001,1.730978939742946,0.033393433424421325,0.07190403174883024,0.0033983087144095116,46
straight,h1_exc,77,25,1.8478885,0.026904864,1.0668852,0.008420545,1.7350588,0.02952022,1.4263387,0.02392759,0.8271484375000001,1.724404748743619,0.02892780538996778,0.0894164336609638,0.0029665248170176696,47
straight,h1_exc,14,25,2.4688985,0.11410379,1.472872,0.008514122,1.6784843,0.07821395,1.379629,0.063375875,0.8271484375000001,1.667934083196257,0.07661971458337967,0.046945070803601566,0.002143074714415182,48
straight,h1_exc,16,25,2.4351745,0.09609046,1.4790471,0.027429873,1.6572534,0.06985909,1.3626026,0.056551807,0.8271484375000001,1.6473494113256912,0.06836959633180877,0.06910418855663818,0.003665585481842868,49
straight,h1_exc,69,25,1.1905358,0.037781842,0.72482264,0.0055871042,1.6443982,0.05277939,1.3525035,0.042839013,0.8271484375000001,1.6351399186401394,0.05179120484630704,0.05810047803728862,0.006322361482868803,50
straight,h1_exc,110,25,1.5866011,0.03332841,0.96896094,0.012299961,1.6394707,0.03176963,1.3487887,0.025784995,0.8271484375000001,1.6306488928080345,0.031173358269082473,0.062321637954304746,0.004022353422133093,51
straight,h1_exc,48,25,2.9078174,0.17213506,1.7997316,0.008952547,1.6191912,0.09762711,1.330959,0.07923815,0.8271484375000001,1.609093371397479,0.09579676341132058,0.061354739785278826,0.006922084159626175,52
straight,h1_exc,93,25,2.2814605,0.043490954,1.4147234,0.014054904,1.615398,0.031979337,1.3292428,0.025984988,0.8271484375000001,1.6070185306472167,0.031415145075612855,0.05742942184535273,0.003254751687884273,53
straight,h1_exc,85,25,0.98829544,0.01602326,0.62326086,0.0064076865,1.592151,0.03502338,1.3103294,0.028463382,0.8271484375000001,1.5841526716408958,0.034411455411894984,0.06062585941357419,0.0030217846112579466,54
straight,h1_exc,79,25,1.9953606,0.026476096,1.25527,0.009086104,1.5918891,0.024775704,1.3102151,0.020124374,0.8271484375000001,1.584014540508785,0.024329821895721727,0.08243861061613163,0.003097028189549403,55
straight,h1_exc,75,25,1.5736895,0.05711817,1.0293539,0.010893371,1.5320431,0.05534869,1.2611824,0.04499937,0.8271484375000001,1.5247352576095685,0.054403012727264076,0.06205451674283454,0.004586929008993984,56
straight,h1_exc,120,25,1.0390218,0.03416871,0.6796884,0.0052472954,1.5282493,0.04804721,1.258219,0.039023284,0.8271484375000001,1.521152567482612,0.04717809165113656,0.0629133219084848,0.0030489762571760757,57
straight,h1_exc,102,25,5.7919188,0.14018758,3.8326333,0.010371462,1.5126399,0.03878403,1.245653,0.031530492,0.8271484375000001,1.5059607255949965,0.03811950958844104,0.03827184991427954,0.004642883432100666,58
straight,h1_exc,68,25,2.0725427,0.07246618,1.3972862,0.016750257,1.4858735,0.051784776,1.2236868,0.042140387,0.8271484375000001,1.4794041118092847,0.05094658308629196,0.05305673311080269,0.0031879022747741,59
straight,h1_exc,125,25,1.4343675,0.02027236,0.96958846,0.0101741245,1.4815212,0.021529563,1.220502,0.017524198,0.8271484375000001,1.475553740370076,0.021186279125034402,0.07248850004503248,0.002119316259094729,60
straight,h1_exc,91,25,0.9758214,0.031821206,0.67259926,0.005036146,1.4514734,0.04627488,1.1957723,0.03769315,0.8271484375000001,1.4456562596171174,0.045569995265950056,0.0578046360601986,0.005516352433732903,61
straight,h1_exc,27,25,2.5231242,0.14069203,1.753495,0.0062423614,1.4391518,0.07969942,1.1850631,0.06474745,0.8271484375000001,1.432709078891672,0.07827791317279403,0.0485756871631783,0.004474700695378087,62
straight,h1_exc,97,25,1.5855352,0.07779261,1.1382585,0.0090201115,1.3997056,0.07445241,1.1530594,0.06040677,0.8271484375000001,1.3940174281040938,0.07303014216815225,0.040912780734156294,0.0036784819994377022,63
straight,h1_exc,65,25,3.449696,0.07353658,2.4783485,0.010436528,1.3927248,0.030577375,1.1481093,0.024912205,0.8271484375000001,1.3880330168580037,0.030118178814775368,0.02615662285859259,0.0028060580058147985,64
straight,h1_exc,108,25,3.3292575,0.0486502,2.4198496,0.01666295,1.3752754,0.016255012,1.1339941,0.013251202,0.8271484375000001,1.3709680658578502,0.016020342899417086,0.06790655722912609,0.0029429264003081436,65
straight,h1_exc,18,25,1.9222571,0.05164362,1.4137411,0.010091335,1.3594121,0.034514602,1.1209104,0.028141014,0.8271484375000001,1.3551502266619084,0.03402172142063529,0.03622236226634511,0.004008858783425673,66
straight,h1_exc,33,25,2.3431292,0.024603805,1.7490233,0.01640566,1.3399994,0.008896801,1.1052574,0.0072568706,0.8271484375000001,1.3362261116770742,0.008773359177110264,0.06296360049353378,0.0012076930089603877,67
straight,h1_exc,88,25,1.3707255,0.03342846,1.0521343,0.0050908877,1.302941,0.031444393,1.074872,0.0256589,0.8271484375000001,1.2994910649418079,0.031020913409552403,0.051923874808287244,0.0047847584284034465,68
straight,h1_exc,66,25,1.212532,0.022249293,0.9413032,0.009829185,1.288231,0.019624691,1.0629616,0.016023329,0.8271484375000001,1.2850916741127196,0.019371769944255136,0.05354739785329345,0.0013633059176685273,69
straight,h1_exc,71,25,1.8180226,0.036908142,1.4154899,0.01321813,1.2835552,0.02100144,1.0591351,0.01714449,0.8271484375000001,1.280465494684071,0.02072722185201886,0.037506990168632175,0.0032080768574085615,70
straight,h1_exc,70,25,1.2038387,0.024086433,0.94630706,0.0041052764,1.271969,0.024384268,1.0496495,0.019903693,0.8271484375000001,1.2689977628920015,0.024063024360931173,0.05100730338075787,0.00206573349746363,71
straight,h1_exc,63,25,2.4941792,0.03956849,1.9931029,0.010441777,1.2518673,0.01987756,1.0332634,0.016237695,0.8271484375000001,1.249187368448062,0.019630931570698743,0.013514927392429408,0.001671094824196026,72
straight,h1_exc,112,25,2.0657008,0.030123325,1.7019951,0.006727804,1.2140021,0.018136395,1.0023323,0.014823059,0.8271484375000001,1.2117925338435218,0.01792067526517171,0.039851933891313474,0.0008853820098629285,73
straight,h1_exc,67,25,1.5039115,0.048474867,1.2471637,0.011610906,1.2061015,0.037442923,0.9957003,0.030574465,0.8271484375000001,1.203774644514541,0.036963696875911785,0.04043654730762114,0.0030676215277945854,74
straight,h1_exc,60,25,2.1140993,0.021738563,1.7561827,0.009535367,1.2043003,0.012671308,0.99442863,0.010357636,0.8271484375000001,1.2022371840798742,0.01252210110436382,0.021827299655817894,0.0019630972495555425,75
straight,h1_exc,10,25,1.1475961,0.0144798355,0.95708746,0.0064505497,1.1988192,0.011751242,0.98995095,0.009610809,0.8271484375000001,1.196823828413694,0.011619206919993704,0.032484778332588844,0.0012163610663121674,76
straight,h1_exc,101,25,1.3440347,0.048706673,1.1298581,0.0042733443,1.1899638,0.043583076,0.98242515,0.035582185,0.8271484375000001,1.1877252867955348,0.04301789303965311,0.017663806433971793,0.0018447415851460688,77
straight,h1_exc,51,25,0.85990006,0.05311113,0.7240015,0.004927466,1.1895564,0.07428615,0.9815056,0.06070123,0.8271484375000001,1.186613602417372,0.07338613638224258,0.042196595182937564,0.006026526385171912,78
straight,h1_exc,117,25,1.6193775,0.011996409,1.3642915,0.01028878,1.187538,0.0073194974,0.9807402,0.005983985,0.8271484375000001,1.1856882172225014,0.007234475363179269,0.04594914796272607,0.000802126808833641,79
straight,h1_exc,46,25,1.3380159,0.029548189,1.1396663,0.0076902104,1.1731104,0.022535805,0.96886665,0.018426267,0.8271484375000001,1.1713334807796796,0.022276857518753,0.028285379272996947,0.003405498818268935,80
straight,h1_exc,82,25,2.5663455,0.13105403,2.2481265,0.018123755,1.1463313,0.061541624,0.9464257,0.050325174,0.8271484375000001,1.144202975116867,0.06084176615731861,0.02182013150352483,0.0025124696484344956,81
straight,h1_exc,8,25,0.9975149,0.023319788,0.87938803,0.0023436619,1.1347734,0.027273644,0.93746024,0.022302158,0.8271484375000001,1.133363999105087,0.026962703437481673,0.014106611346609446,0.0030472987450598068,82
straight,h1_exc,55,25,2.3580663,0.035818778,2.0855596,0.0069925506,1.1310426,0.017708503,0.93447614,0.014499245,0.8271484375000001,1.1297563040206777,0.017529193447742435,0.00875259312707788,0.0009593094486978032,83
straight,h1_exc,109,25,1.1818036,0.041399334,1.0763464,0.013139399,1.0985093,0.03530592,0.9076882,0.028880272,0.8271484375000001,1.097370427904134,0.034915463434126055,0.02824208532513011,0.0014990258099489096,84
straight,h1_exc,114,25,1.0310038,0.012332592,0.97988623,0.008781612,1.0524004,0.009839994,0.8700984,0.008064967,0.8271484375000001,1.0519253892065776,0.009750325760518555,0.006378641652379923,0.0007596372253606984,85
straight,h1_exc,15,25,0.93102366,0.01573229,0.886071,0.011518302,1.0502689,0.009133869,0.86835366,0.007485405,0.8271484375000001,1.049815968113426,0.009049651171742614,0.010368867975966044,0.001317851983613575,86
straight,h1_exc,81,25,1.1046166,0.021714479,1.0562761,0.004784955,1.04527,0.01883353,0.8642121,0.015430648,0.8271484375000001,1.0448089754330352,0.018655234110738477,0.033985749075463166,0.001964307444597965,87
straight,h1_exc,19,25,1.367477,0.03799117,1.3095001,0.0056892755,1.0448016,0.02948861,0.86374456,0.024152845,0.8271484375000001,1.0442437250386367,0.029200134348282527,0.03196536484167767,0.0022597944386416077,88
straight,h1_exc,37,25,2.46641,0.06897869,2.3741794,0.015942432,1.0399239,0.029976055,0.8597415,0.024535304,0.8271484375000001,1.0394041459529237,0.02966251483949979,0.007778447412696733,0.0015075118914829766,89
straight,h1_exc,119,25,0.5698266,0.03946759,0.5480695,0.004040806,1.0402833,0.071713686,0.8593466,0.05870618,0.8271484375000001,1.0389266925039475,0.07097417484620808,0.01956866204857585,0.0034450270935681843,90
straight,h1_exc,50,25,1.3335289,0.04273421,1.364491,0.0057540084,0.9771276,0.030921308,0.80822694,0.025344254,0.8271484375000001,0.9771243603966531,0.030640515671806333,0.012533566670833258,0.0022458364285010152,91
straight,h1_exc,115,25,0.54216,0.010516711,0.55994815,0.0029715106,0.96895635,0.019686444,0.80161345,0.016151225,0.8271484375000001,0.9691289394991819,0.01952639212499158,0.0067682871831814114,0.0010841070871315415,92
straight,h1_exc,32,25,0.7530668,0.009783055,0.7894865,0.0057819667,0.95370597,0.009606669,0.7891436,0.007888191,0.8271484375000001,0.9540531523207223,0.009536609228859396,0.008355731938298588,0.000610292116290838,93
straight,h1_exc,111,25,1.2392063,0.031390462,1.3216759,0.005062523,0.93758255,0.02321238,0.7758328,0.019046713,0.8271484375000001,0.9379606736606789,0.023026957195472663,0.025363037791985777,0.001576611636235872,94
straight,h1_exc,122,25,0.64148694,0.010508268,0.6881986,0.0034278445,0.9316777,0.013321277,0.7710426,0.010936569,0.8271484375000001,0.9321695283969776,0.013222015452116435,0.010101848283493363,0.001246346596197292,95
straight,h1_exc,17,25,1.6073352,0.033322122,1.7310114,0.008630213,0.9281628,0.017826118,0.7681331,0.014644785,0.8271484375000001,0.92865205869334,0.017705147237095393,0.0020492468656967177,0.0003356896981350285,96
straight,h1_exc,9,25,0.5919359,0.014460861,0.6606281,0.004664968,0.8960422,0.02082277,0.74172705,0.01710836,0.8271484375000001,0.8967278274160723,0.02068354373759817,0.009560722091605503,0.0010591529178397318,97
straight,h1_exc,3,25,0.9370868,0.03947417,1.0523759,0.008612405,0.8886948,0.03510681,0.7355586,0.028858295,0.8271484375000001,0.8892704007887718,0.03488889462160535,0.004343826102638816,0.0008870369308410472,98
straight,h1_exc,116,25,1.027602,0.016923552,1.2276793,0.009235298,0.8364769,0.010335166,0.6928101,0.008498382,0.8271484375000001,0.8375886587510679,0.010274313177649264,0.01710102480823406,0.0011156880531385668,99
straight,h1_exc,30,25,0.8026925,0.017435892,0.9871458,0.011535708,0.81167203,0.010998723,0.67240095,0.009053047,0.8271484375000001,0.8129144873403991,0.010944887119167291,0.00406236793581967,0.00039945205621938766,100
straight,h1_exc,52,25,2.65666,0.047052965,3.293542,0.021688296,0.806504,0.012970525,0.6681404,0.010669779,0.8271484375000001,0.807763615990703,0.01289947271562751,0.0037881495070800335,0.0005900590355005906,101
straight,h1_exc,127,25,0.6278664,0.017719394,0.7855691,0.011945654,0.7978344,0.015944572,0.6609913,0.013126531,0.8271484375000001,0.7991204672518522,0.015869618692257552,0.006609542707669694,0.0007629854624492246,102
straight,h1_exc,34,25,0.94295776,0.01768729,1.1841773,0.0070759663,0.7964599,0.014414409,0.6598675,0.01186423,0.8271484375000001,0.7977619097214201,0.014343531270664142,0.0066167583656475,0.0007393643816704731,103
straight,h1_exc,11,25,1.9974719,0.07295217,2.5192676,0.024044925,0.79526865,0.030926177,0.65876466,0.025422117,0.8271484375000001,0.7964285978301643,0.030734648953240334,0.019345179038496127,0.0026335973694142745,104
straight,h1_exc,126,25,0.75294405,0.009359478,0.95869166,0.0043612644,0.7852063,0.008452048,0.6506264,0.0069555948,0.8271484375000001,0.7865896630248411,0.008409124938542937,0.0035068097772133966,0.0005832421297918153,105
straight,h1_exc,5,25,0.30704916,0.005596956,0.39729926,0.0037395987,0.7733999,0.01378004,0.64088666,0.01134513,0.8271484375000001,0.7748145561719215,0.013715954158983436,0.000757644087669561,0.00025361951485456383,106
straight,h1_exc,95,25,0.7012528,0.01725047,0.9080239,0.003741671,0.7728296,0.019774385,0.64038414,0.016284533,0.8271484375000001,0.7742070120898333,0.019687557646561635,0.00829073505089714,0.0011510788365284347,107
straight,h1_exc,4,25,1.1606857,0.025482861,1.5550144,0.0075932485,0.7457685,0.014664076,0.6181259,0.012077318,0.8271484375000001,0.747297460896014,0.014601148274018174,0.0006494092180024809,0.0002216687242253707,108
straight,h1_exc,100,25,1.7126899,0.024925765,2.324598,0.007189981,0.73677415,0.010547068,0.6107331,0.008688985,0.8271484375000001,0.7383597090809211,0.010504747405982773,0.0035068097772133966,0.000775618904313529,109
straight,h1_exc,39,25,0.96281546,0.01359924,1.4286481,0.0070496327,0.6737331,0.008145988,0.5587744,0.006719777,0.8271484375000001,0.6755431067213523,0.008124027800711106,0.003117164246411908,0.0003944651355790476,110
straight,h1_exc,44,25,0.4077306,0.007086731,0.6057925,0.0030394036,0.67278594,0.010495073,0.557986,0.008654681,0.8271484375000001,0.6745899566558574,0.010463274633176199,6.49409218002481e-05,3.273661667130615e-05,111
straight,h1_exc,104,25,0.93994325,0.030247947,1.4375873,0.011061405,0.6537827,0.020293374,0.54226077,0.016747668,0.8271484375000001,0.6555785275302547,0.02024747516475675,0.002713082193552372,0.0004955005476338593,112
straight,h1_exc,103,25,0.27013627,0.006394103,0.4196621,0.0032277312,0.6434103,0.0139127895,0.5337384,0.011478101,0.8271484375000001,0.6452752240026827,0.013876712544325319,0.005786957698199885,0.000285018490123311,113
straight,h1_exc,38,25,0.9173572,0.017163912,1.4431374,0.014448828,0.63536024,0.0091419,0.5271134,0.0075432654,0.8271484375000001,0.6372657369158892,0.009119602851433138,6.49409218002481e-05,4.017508334319473e-05,114
straight,h1_exc,42,25,0.7062582,0.020812083,1.1213033,0.018424641,0.62796044,0.01057661,0.52100146,0.008727235,0.8271484375000001,0.6298766091320296,0.010550989398771212,0.0013204654099383778,0.0003558972891974916,115
straight,h1_exc,73,25,0.50699717,0.005893423,0.81388015,0.005445509,0.62297994,0.0060658236,0.5169028,0.005007304,0.8271484375000001,0.6249214595830221,0.006053694301671217,0.0003968611887792939,0.00010773261698176698,116
straight,h1_exc,106,25,0.7716418,0.010276234,1.3041617,0.0054748366,0.59159434,0.0072193053,0.4909864,0.005960712,0.8271484375000001,0.5935892404900632,0.007206338902816027,0.0013132438950953307,0.00032943360975823605,117
straight,h1_exc,31,25,0.8485922,0.019391963,1.4567684,0.010961008,0.5826091,0.0125714885,0.48354772,0.010382135,0.8271484375000001,0.5845960583770683,0.012551719634778963,0.000757644087669561,0.00021771885379532,118
straight,h1_exc,56,25,0.36499977,0.0133552505,0.65942985,0.0019422895,0.5542858,0.021103134,0.4600999,0.017429974,0.8271484375000001,0.5562483041794035,0.02107236519108922,0.0022584983440018538,0.0005950296179084925,119
